name,wealth,age,source,country,year
Lee Jay-Hyun,2.1,57,"food products, entertainment",South Korea,2017
Peter Lim,2.1,63,investments,Singapore,2017
Igor Makarov,2.1,54,gas,Russia,2017
Daniel Mate,2.1,53,"mining, commodities",Spain,2017
Kiran Mazumdar-Shaw,2.1,64,biotech,India,2017
Aristotelis Mistakidis,2.1,55,"mining, commodities",Greece,2017
Arturo Moreno,2.1,70,"billboards, Anaheim Angels",United States,2017
Ni Zugen,2.1,60,appliances,China,2017
Maja Oeri,2.1,62,Roche Holding,Switzerland,2017
Ong Beng Seng and Christina Ong,2.1,72,diversified,Singapore,2017
Karl-Johan Persson,2.1,41,H&M,Sweden,2017
Tom Persson,2.1,32,H&M,Sweden,2017
Peter Peterson,2.1,90,investments,United States,2017
Murdaya Poo,2.1,76,diversified,Indonesia,2017
Ferit Faik Sahenk,2.1,53,"banking, media",Turkey,2017
Erik Selin,2.1,49,real estate,Sweden,2017
Mark Stevens,2.1,57,venture capital,United States,2017
Sybill Storz,2.1,79,medical devices,Germany,2017
Torbjorn Tornqvist,2.1,63,oil trading,Sweden,2017
T.Y. Tsai,2.1,n/a,finance,Taiwan,2017
Wu Zhigang,2.1,82,bakery chain,China,2017
Xie Zhikun,2.1,56,investments,China,2017
Yeoh Tiong Lay,2.1,87,"construction, property, power",Malaysia,2017
William Young,2.1,76,plastics,United States,2017
Zhang Li,2.1,64,real estate,China,2017
Zhao Yan,2.1,50,"real estate, finance",China,2017
Zhou Chengjian,2.1,51,fashion retail,China,2017
Juan Abello,2,75,investments,Spain,2017
Igor Altushkin,2,46,metals,Russia,2017
Hubertus Benteler,2,70,auto parts,Germany,2017
Pierre Chen,2,59,"art, electronics",Taiwan,2017
James Clark,2,73,"Netscape, investments",United States,2017
Dermot Desmond,2,66,finance,Ireland,2017
Bergit Douglas,2,70,consumer goods,Germany,2017
Glenn Dubin,2,59,hedge funds,United States,2017
"Frank Fertitta, III.",2,55,"casinos, mixed martial arts",United States,2017
Lorenzo Fertitta,2,48,"casinos, mixed martial arts",United States,2017
Carlo Fidani,2,62,real estate,Canada,2017
James France,2,72,"Nascar, racing",United States,2017
Peter Gilgan,2,66,homebuilding,Canada,2017
Alexandre Grendene Bartelle,2,67,shoes,Brazil,2017
David Hains,2,86,finance,Australia,2017
W. Herbert Hunt,2,88,oil,United States,2017
Bruce Karsh,2,61,private equity,United States,2017
Kei Hoi Pang,2,51,real estate,China,2017
Danil Khachaturov,2,45,"insurance, banking, real estate",Russia,2017
Osman Kibar,2,45,biotech,United States,2017
Suna Kirac,2,75,diversified,Turkey,2017
Daniel Kretinsky,2,41,energy generation,Czech Republic,2017
Lam Kong,2,52,pharmaceuticals,China,2017
Herman Langness,2,n/a,food wholesale and retail,Germany,2017
Maritsa Lazari,2,72,real estate,United Kingdom,2017
Li Sze Lim,2,59,real estate,Hong Kong,2017
Li Zhongchu,2,53,software,China,2017
Liao Long-Shing,2,64,petrochemicals,Taiwan,2017
Suhon Lin,2,88,petrochemicals,Taiwan,2017
Vincent Lo,2,67,real estate,Hong Kong,2017
Mangal Prabhat Lodha,2,61,real estate,India,2017
Howard Marks,2,70,private equity,United States,2017
Willy Michel,2,70,medical devices,Switzerland,2017
Tom Morris,2,62,retail,United Kingdom,2017
Jonathan Nelson,2,60,private equity,United States,2017
Alfred Oetker,2,50,consumer goods,Germany,2017
August Oetker,2,73,consumer goods,Germany,2017
Carl Ferdinand Oetker,2,44,consumer goods,Germany,2017
Christian Oetker,2,68,consumer goods,Germany,2017
Julia Oetker,2,38,consumer goods,Germany,2017
Richard Oetker,2,66,consumer goods,Germany,2017
Kevin Plank,2,44,Under Armour,United States,2017
Qin Yinglin,2,51,pig breeding,China,2017
Phillip Ragon,2,67,health IT,United States,2017
Larry Robbins,2,47,hedge funds,United States,2017
Alberto Roemmers,2,90,pharmaceuticals,Argentina,2017
Luigi Rovati,2,88,pharmaceuticals,Italy,2017
"Karl Scheufele, III.",2,78,jewelry,Switzerland,2017
Rosely Schweizer,2,76,consumer goods,Germany,2017
Kavitark Ram Shriram,2,60,"venture capital, Google",United States,2017
Charles Simonyi,2,68,Microsoft,United States,2017
Eric Smidt,2,57,hardware stores,United States,2017
Peter Spuhler,2,57,train cars,Switzerland,2017
Sun Hongbin,2,54,real estate,United States,2017
Leena Tewari,2,59,pharmaceuticals,India,2017
Tiong Hiew King,2,81,"timber, media",Malaysia,2017
Robert Toennies,2,38,meat processing,Germany,2017
Tseng Shin-Yi,2,89,petrochemicals,Taiwan,2017
John Tyson,2,63,food processing,United States,2017
Peter Unger,2,72,auto repair,Germany,2017
Rufino Vigil Gonzalez,2,68,steel,Mexico,2017
Vincent Viola,2,61,electronic trading,United States,2017
Georg von Opel,2,50,"real estate, investments",Germany,2017
David Walentas,2,78,real estate,United States,2017
Ronald Wanek,2,75,furniture,United States,2017
Horst Wortmann,2,75,footwear,Germany,2017
Wu Lanlan,2,43,packaging,China,2017
Zheng Yuewen,2,55,investments,China,2017
Antti Aarnio-Wihuri,1.9,77,diversified,Finland,2017
Abdullah Al Rajhi,1.9,n/a,banking,Saudi Arabia,2017
Leslie Alexander,1.9,73,Houston Rockets,United States,2017
Anne Beaufour,1.9,53,pharmaceuticals,France,2017
Henri Beaufour,1.9,51,pharmaceuticals,France,2017
Othman Benjelloun,1.9,84,"banking, insurance",Morocco,2017
Vladimir Bogdanov,1.9,65,oil,Russia,2017
Cai Dongqing,1.9,47,animation,China,2017
Francesco Gaetano Caltagirone,1.9,74,"cement, diversified",Italy,2017
Richard Chandler,1.9,58,investments,New Zealand,2017
Chen Hua,1.9,51,real estate,China,2017
Chen Jianhua,1.9,46,chemicals,China,2017
Choo Chong Ngen,1.9,63,hotels,Singapore,2017
Chu Lam Yiu,1.9,47,flavorings,Hong Kong,2017
Christopher Cline,1.9,58,coal,United States,2017
"Chase Coleman, III.",1.9,41,hedge fund,United States,2017
Jean Coutu,1.9,89,drugstores,Canada,2017
Alexandra Daitch,1.9,54,Cargill,United States,2017
Alfredo Egydio Arruda Villela Filho,1.9,47,banking,Brazil,2017
Abhay Firodia,1.9,72,automobiles,India,2017
Gu Yuhua,1.9,67,furniture,China,2017
Thomas Hagen,1.9,81,insurance,United States,2017
Carlos Hank Rhon,1.9,69,banking,Mexico,2017
Huang Zhenda,1.9,69,construction,China,2017
Alijan Ibragimov,1.9,63,"mining, metals",Kazakhstan,2017
Mustafa Kucuk,1.9,53,fashion retail,Turkey,2017
Stephen Lansdown,1.9,64,financial services,Guernsey,2017
Spiro Latsis,1.9,70,"banking, shipping",Greece,2017
Eric Lefkofsky,1.9,47,Groupon,United States,2017
Li Hejun,1.9,49,renewable energy,China,2017
Lim Sung-Ki,1.9,77,pharmaceuticals,South Korea,2017
Lin Li,1.9,53,investments,China,2017
Brandt Louie,1.9,73,drugstores,Canada,2017
Alexander Machkevich,1.9,63,"mining, metals",Israel,2017
Sarah MacMillan,1.9,63,Cargill,United States,2017
Gilles Martin,1.9,53,laboratory services,France,2017
"Drayton McLane, Jr.",1.9,80,"Wal-Mart, logistics",United States,2017
David Nahmad,1.9,69,art collection,Monaco,2017
Madeleine Olsson Ericksson,1.9,72,diversified,Sweden,2017
Or Wai Sheun,1.9,65,real estate,Hong Kong,2017
Stanley Perron,1.9,94,"property, retail",Australia,2017
Theodore Rachmat,1.9,73,diversified,Indonesia,2017
Ren Jianhua,1.9,60,kitchen appliances,China,2017
Mochtar Riady,1.9,87,diversified,Indonesia,2017
Jacques Saade,1.9,80,shipping,France,2017
Filiz Sahenk,1.9,50,"bank, media",Turkey,2017
Shin Chang-Jae,1.9,63,insurance,South Korea,2017
Lucy Stitzer,1.9,57,Cargill,United States,2017
Thomas Straumann,1.9,53,dental implants,Switzerland,2017
Katherine Tanner,1.9,61,Cargill,United States,2017
Glen Taylor,1.9,75,printing,United States,2017
Tung Chee Chen,1.9,75,shipping,Hong Kong,2017
Sunny Varkey,1.9,59,education,India,2017
Wong Luen Hei,1.9,55,home building materials,China,2017
Wong Man Li,1.9,52,furniture,Hong Kong,2017
Wu Guangming,1.9,55,medical equipment,China,2017
Wu Xu,1.9,53,real estate,St. Kitts and Nevis,2017
Luis Enrique Yarur Rey,1.9,66,banking,Chile,2017
Yi Zheng,1.9,46,software,China,2017
Eddie & Sol Zakay,1.9,66,real estate,United Kingdom,2017
Charles Zegar,1.9,69,Bloomberg LP,United States,2017
Zhang Guiping,1.9,65,real estate,China,2017
Zhu Xingliang,1.9,57,construction,China,2017
Mohamed Al Fayed,1.8,88,"retail, investments",Egypt,2017
Syed Mokhtar AlBukhary,1.8,65,"engineering, energy, construction",Malaysia,2017
An Kang,1.8,68,pharmaceuticals,China,2017
Louis Bacon,1.8,60,hedge funds,United States,2017
Nicolas Berggruen,1.8,55,investments,United States,2017
Thor Bjorgolfsson,1.8,50,investments,Iceland,2017
Jaime Botin,1.8,80,banking,Spain,2017
Julio Bozano,1.8,81,banking,Brazil,2017
Cai Wensheng,1.8,47,photo sharing app,China,2017
Chen Dejun,1.8,46,package delivery,China,2017
Chen Jinxia,1.8,48,investments,China,2017
Chen Yung-Tai,1.8,81,real estate,Taiwan,2017
Cho Tak Wong,1.8,70,auto parts,Hong Kong,2017
Patokh Chodiev,1.8,64,"mining, metals",Belgium,2017
John Coates,1.8,47,online gambling,United Kingdom,2017
Mark Coombs,1.8,56,finance,United Kingdom,2017
Dulce Pugliese de Godoy Bueno,1.8,69,"hospitals, health care",Brazil,2017
James Dinan,1.8,57,hedge funds,United States,2017
N. Murray Edwards,1.8,57,oil & gas,Canada,2017
Marcel Erni,1.8,52,private equity,Switzerland,2017
Andre Esteves,1.8,48,banking,Brazil,2017
Clement Fayat,1.8,85,construction,France,2017
Alexander Frolov,1.8,52,"mining, steel",Russia,2017
Alfred Gantner,1.8,48,private equity,Switzerland,2017
Geng Jianming,1.8,54,real estate,China,2017
David Gottesman,1.8,90,investments,United States,2017
Allan Gray,1.8,79,money management,South Africa,2017
Jonathan Gray,1.8,47,investments,United States,2017
Esther Grether,1.8,81,"art collection, Swatch",Switzerland,2017
Gerry Harvey,1.8,77,retail,Australia,2017
Reed Hastings,1.8,56,Netflix,United States,2017
He Qiaonv,1.8,51,landscape architecture,China,2017
Christoph Henkel,1.8,59,consumer goods,Germany,2017
Roberto Hernandez Ramirez,1.8,75,banking,Mexico,2017
Hong Ra-Hee,1.8,71,Samsung,South Korea,2017
Huang Hongyun,1.8,50,real estate,China,2017
Manuel Jove,1.8,75,real estate,Spain,2017
Erich Kellerhals,1.8,78,electronics retailer,Germany,2017
Wolfgang Leitner,1.8,63,engineering,Austria,2017
Catherine Lozick,1.8,72,valve manufacturing,United States,2017
Jeffrey Lurie,1.8,65,Philadelphia Eagles,United States,2017
Yasseen Mansour,1.8,55,diversified,Egypt,2017
Harsh Mariwala,1.8,65,consumer goods,India,2017
Craig McCaw,1.8,67,telecom,United States,2017
Miao Shouliang,1.8,62,real estate,China,2017
Gail Miller,1.8,73,"basketball, car dealers",United States,2017
Patrice Motsepe,1.8,55,mining,South Africa,2017
N.R. Narayana Murthy,1.8,70,software services,India,2017
Prajogo Pangestu,1.8,72,petrochemicals,Indonesia,2017
Florentino Perez,1.8,70,construction,Spain,2017
Jennifer Pritzker,1.8,66,"hotels, investments",United States,2017
Linda Pritzker,1.8,63,"hotels, investments",United States,2017
Antony Ressler,1.8,55,finance,United States,2017
J. Joe Ricketts,1.8,75,TD Ameritrade,United States,2017
Stephen Rubin,1.8,80,sports apparel,United Kingdom,2017
Carlos Sanchez,1.8,55,generic drugs,Brazil,2017
T. Denny Sanford,1.8,81,"banking, credit cards",United States,2017
Klaus-Peter Schulenberg,1.8,n/a,ticketing service,Germany,2017
Gerald Schwartz,1.8,75,finance,Canada,2017
Helmut Sohmen,1.8,77,shipping,Austria,2017
Kerry Stokes,1.8,76,"media, mining",Australia,2017
Sylvia Stroeher,1.8,61,cosmetics,Germany,2017
Sun Qinghuan,1.8,43,lighting,China,2017
Arvind Tiku,1.8,47,"oil & gas, investments",India,2017
Torsten Toeller,1.8,50,pet food,Germany,2017
Heloise Waislitz,1.8,54,packaging,Australia,2017
Wang Changtian,1.8,51,"TV, movie production",China,2017
Urs Wietlisbach,1.8,55,private equity,Switzerland,2017
Elaine Wynn,1.8,74,"casinos, hotels",United States,2017
Amy Wyss,1.8,46,medical equipment,United States,2017
Xiong Xuqiang,1.8,60,real estate,Hong Kong,2017
Jon Yarbrough,1.8,59,video games,United States,2017
"Richard Yuengling, Jr.",1.8,74,beer,United States,2017
Aras Agalarov,1.7,61,real estate,Russia,2017
Maurice Alter,1.7,91,real estate,Australia,2017
Roberto Angelini Rossi,1.7,68,"forestry, mining",Chile,2017
Carol Jenkins Barnett,1.7,60,Publix supermarkets,United States,2017
Andrei Bokarev,1.7,50,"coal mining, machine building",Russia,2017
Timothy Boyle,1.7,67,Columbia Sportswear,United States,2017
Norman Braman,1.7,84,"art, car dealerships",United States,2017
Chang Yun Chung,1.7,98,shipping,Singapore,2017
Chen Xiaoying,1.7,40,package delivery,China,2017
Jack Cowin,1.7,74,fast food,Australia,2017
Cui Lijie,1.7,58,gambling,Hong Kong,2017
Ana Lucia de Mattos Barretto Villela,1.7,43,banking,Brazil,2017
Sanford Diller,1.7,89,real estate,United States,2017
Fritz Draexlmaier,1.7,n/a,auto parts,Germany,2017
Gabriel Escarrer,1.7,82,hotels,Spain,2017
Yakir Gabay,1.7,50,real estate,Cyprus,2017
Harsh Goenka,1.7,59,diversified,India,2017
Suat Gunsel,1.7,64,"real estate, education",Cyprus,2017
He Simo,1.7,52,power supply manufacturer,China,2017
John Kapoor,1.7,73,healthcare,United States,2017
Kim Beom-Su,1.7,50,online services,South Korea,2017
Koo Bon-Moo,1.7,72,"electronics, chemicals, household products",South Korea,2017
Willibert Krueger,1.7,76,food processing,Germany,2017
Lim Oon Kuin,1.7,73,oil trading,Singapore,2017
Lin Jianhua,1.7,54,solar panel components,China,2017
Aloke Lohia,1.7,58,petrochemicals,India,2017
Miguel McKelvey,1.7,42,WeWork,United States,2017
Gary Michelson,1.7,68,medical patents,United States,2017
Nirav Modi,1.7,46,diamond jewelry,India,2017
Mofatraj Munot,1.7,72,real estate,India,2017
Martin Naughton,1.7,77,heating equipment,Ireland,2017
Ranjan Pai,1.7,44,education,India,2017
Tor Peterson,1.7,52,commodities,United States,2017
Matthias Reinhart,1.7,57,finance,Switzerland,2017
Brian Roberts,1.7,57,Comcast,United States,2017
Vito Rodriguez Rodriguez,1.7,78,processed milk,Peru,2017
Daniel Roullier,1.7,80,animal feed,France,2017
Dieter Schnabel,1.7,71,chemicals,Germany,2017
Thaksin Shinawatra,1.7,67,investments,Thailand,2017
Shuai Fangwen,1.7,50,pharmaceuticals,China,2017
Peter Sondakh,1.7,67,investments,Indonesia,2017
Henry Swieca,1.7,59,hedge funds,United States,2017
Katsumi Tada,1.7,71,real estate,Japan,2017
Hamdi Ulukaya,1.7,44,Chobani yogurt,Turkey,2017
Masateru Uno,1.7,70,drugstores,Japan,2017
Sandro Veronesi,1.7,57,fashion,Italy,2017
Jitendra Virwani,1.7,51,real estate,India,2017
Christine Volkmann,1.7,n/a,auto parts,Germany,2017
Todd Wagner,1.7,56,online media,United States,2017
Wang Jiufang,1.7,53,real estate,China,2017
Wang Laichun,1.7,49,electronics components,China,2017
Wang Laisheng,1.7,52,electronics components,China,2017
Charlotte Colket Weber,1.7,74,Campbell Soup,United States,2017
Xiao Yongming,1.7,52,fertilizer,China,2017
Yu Minhong,1.7,55,education,China,2017
Zhu Baoguo,1.7,54,pharmaceuticals,China,2017
Folorunsho Alakija,1.6,66,oil,Nigeria,2017
Mohed Altrad,1.6,69,"scaffolding, cement mixers",France,2017
Joy Alukkas,1.6,60,jewelry,India,2017
Michael Ashcroft,1.6,71,security,United Kingdom,2017
Sezai Bacaksiz,1.6,67,diversified,Turkey,2017
William Berkley,1.6,70,insurance,United States,2017
O. Francis Biondi,1.6,52,hedge fund,United States,2017
David Booth,1.6,71,mutual funds,United States,2017
Josef Boquoi,1.6,83,frozen foods,Germany,2017
Hubert Burda,1.6,77,publishing,Germany,2017
Vivek Chand Burman,1.6,79,consumer goods,India,2017
Edouard Carmignac,1.6,69,asset management,France,2017
Michel Chalhoub,1.6,85,retail,France,2017
Chen Lip Keong,1.6,69,"casinos, property",Malaysia,2017
Chen Qingzhou,1.6,51,communications equipment,China,2017
Chen Xueli,1.6,66,pharmaceuticals,China,2017
Cheung Yan,1.6,60,paper manufacturing,China,2017
Chin Jong Hwa,1.6,58,auto parts,Taiwan,2017
Turgay Ciner,1.6,61,diversified,Turkey,2017
Ciputra,1.6,85,real estate,Indonesia,2017
Jacques D'Amours,1.6,60,retail,Canada,2017
Kommer Damen,1.6,72,shipbuilding,Netherlands,2017
Diego Della Valle,1.6,63,shoes,Italy,2017
Gustavo Denegri,1.6,81,medical tests,Italy,2017
Murali Divi,1.6,66,pharmaceuticals,India,2017
Piero Ferrari,1.6,71,automobiles,Italy,2017
Bernd Freier,1.6,60,fashion retail,Germany,2017
Valentin Gapontsev,1.6,78,lasers,Russia,2017
Philippe Ginestet,1.6,63,retail stores,France,2017
Sanjiv Goenka,1.6,56,diversified,India,2017
Christopher Goldsbury,1.6,74,salsa,United States,2017
Senapathy Gopalakrishnan,1.6,61,software services,India,2017
Ryan Graves,1.6,33,uber,United States,2017
Mehmet Nazif Gunal,1.6,69,"tourism, construction",Turkey,2017
Jeffrey Gundlach,1.6,58,investments,United States,2017
Sait-Salam Gutseriev,1.6,57,"oil, banking, real estate",Russia,2017
He Yamin,1.6,60,manufacturing,China,2017
Timothy Headington,1.6,66,"oil & gas, investments",United States,2017
Lutz Mario Helmig,1.6,70,medical facilities,Germany,2017
Brian Higgins,1.6,52,hedge funds,United States,2017
Lawrence Ho,1.6,40,casinos,Hong Kong,2017
Stewart Horejsi,1.6,79,Berkshire Hathaway,United States,2017
Hur Young-In,1.6,67,"bakeries, fast food",South Korea,2017
Hamilton James,1.6,65,investments,United States,2017
George Joseph,1.6,95,insurance,United States,2017
"Jim Justice, II.",1.6,65,coal,United States,2017
Johannes Kaercher,1.6,66,"vacuums, cleaning products",Germany,2017
Alexander Karp,1.6,49,software firm,United States,2017
Vinod Khosla,1.6,62,venture capital,United States,2017
Kim Nam-Jung,1.6,44,food,South Korea,2017
Marc Lasry,1.6,56,hedge funds,United States,2017
Christian Latouche,1.6,76,accounting services,France,2017
Thomas Lau,1.6,62,department stores,Hong Kong,2017
Jane Lauder,1.6,44,cosmetics,United States,2017
Aerin Lauder Zinterhofer,1.6,46,cosmetics,United States,2017
Lee Boo-Jin,1.6,46,computer services/tourism,South Korea,2017
Thai Lee,1.6,58,IT provider,United States,2017
Li Li,1.6,53,pharmaceuticals,China,2017
Lin Tianfu,1.6,54,"footwear, apparel",Hong Kong,2017
Ma Hong,1.6,49,fashion retail,China,2017
Billy Joe (Red) McCombs,1.6,89,"real estate, oil, cars",United States,2017
P.N.C. Menon,1.6,68,real estate,Oman,2017
Mario Moretti Polegato,1.6,64,shoes,Italy,2017
Robert Mouawad,1.6,72,fine jewelry,Lebanon,2017
Kerr Neilson,1.6,67,investment,Australia,2017
Nandan Nilekani,1.6,61,software services,India,2017
Nihat Ozdemir,1.6,66,diversified,Turkey,2017
Roger Penske,1.6,80,cars,United States,2017
"H. Ross Perot, Jr.",1.6,58,real estate,United States,2017
Horst Julius Pudwill,1.6,72,manufacturing,Germany,2017
Fayez Sarofim,1.6,88,money management,United States,2017
Yuri Shefler,1.6,49,alcohol,Russia,2017
Ben Silbermann,1.6,34,Pinterest,United States,2017
Thomas Steyer,1.6,59,hedge funds,United States,2017
Petter Stordalen,1.6,54,hotels,Norway,2017
Gabriele Stoschek,1.6,n/a,auto parts,Germany,2017
Su Suyu,1.6,68,"utilities, real estate",China,2017
David Teoh,1.6,60,telecom,Australia,2017
Alan N. Trefler,1.6,61,software,United States,2017
Roman Trotsenko,1.6,46,"transport, engineering, real estate",Russia,2017
Wang Qingtao,1.6,55,steel smelting,China,2017
Wen Pengcheng,1.6,54,agribusiness,China,2017
Gustav Magnar Witzoe,1.6,23,fish farming,Norway,2017
Wong Kwong Yu,1.6,47,retail,China,2017
Ye Cheng,1.6,55,conglomerate,China,2017
Susanne Zimmermann von Siefart ξ,1.6,60,"vacuums, home cleaning products",Germany,2017
Marcel Adams,1.5,96,real estate,Canada,2017
Aziz Akhannouch,1.5,56,"petroleum, diversified",Morocco,2017
"Herbert Allen, Jr.",1.5,77,investment banking,United States,2017
Albert Berner,1.5,81,fasteners,Germany,2017
Ron Burkle,1.5,64,"supermarkets, investments",United States,2017
Chang Pyung-Soon,1.5,66,educational services,South Korea,2017
Chao Teng-Hsiung,1.5,73,real estate,Taiwan,2017
Chen Liying,1.5,41,package delivery,China,2017
Chen Qixing,1.5,57,electronics components,China,2017
Kiat Chiaravanont,1.5,n/a,food,Thailand,2017
Jean-Paul Clozel,1.5,61,pharmaceuticals,Switzerland,2017
"Robert Coyiuto, Jr.",1.5,64,power,Philippines,2017
Belmiro de Azevedo,1.5,79,retail,Portugal,2017
John de Mol,1.5,62,television,Netherlands,2017
Benjamin de Rothschild,1.5,53,banking,Switzerland,2017
Dou Zhenggang,1.5,63,"energy, chemicals",China,2017
Charles Dunstone,1.5,53,mobile phones,United Kingdom,2017
Bulent Eczacibasi,1.5,67,"pharmaceuticals, diversified",Turkey,2017
Faruk Eczacibasi,1.5,62,"pharmaceuticals, diversified",Turkey,2017
David Einhorn,1.5,48,hedge funds,United States,2017
Fang Tonghua,1.5,54,pharmaceuticals,China,2017
Robert Fisher,1.5,63,Gap,United States,2017
William Fisher,1.5,59,Gap,United States,2017
Martha Ford,1.5,91,Ford Motor,United States,2017
Fu Guangming,1.5,63,poultry,China,2017
William Fung,1.5,68,sourcing,Hong Kong,2017
Mario Gabelli,1.5,74,money management,United States,2017
Luca Garavoglia,1.5,48,spirits,Italy,2017
Jayme Garfinkel,1.5,71,insurance,Brazil,2017
Rolf Gerling,1.5,62,insurance,Germany,2017
Alan Gerry,1.5,87,cable television,United States,2017
Serge Godin,1.5,67,information technology,Canada,2017
Sergei Gordeev,1.5,44,real estate,Russia,2017
Yusuf Hamied,1.5,80,pharmaceuticals,India,2017
David Harding,1.5,55,finance,United Kingdom,2017
William Heinecke,1.5,68,hotels,Thailand,2017
Eduardo Hochschild,1.5,53,mining,Peru,2017
Hong Seok-Joh,1.5,64,convenience stores,South Korea,2017
Hu Kaijun,1.5,55,pharmaceuticals,China,2017
Huang Chulong,1.5,58,real estate,Canada,2017
Huang Li,1.5,53,imaging systems,China,2017
Huang Qiaoling,1.5,58,amusement parks,China,2017
Huo Qinghua,1.5,55,coal,China,2017
Mitchell Jacobson,1.5,66,industrial equipment,United States,2017
Ravi Jaipuria,1.5,62,soft drinks,India,2017
Jiang Xuefei,1.5,47,printed circuit boards,China,2017
Kenji Kasahara,1.5,41,social network,Japan,2017
Ke Xiping,1.5,56,investments,China,2017
King Pak Fu,1.5,47,real estate,Hong Kong,2017
Seth Klarman,1.5,59,investments,United States,2017
Anthony Langley,1.5,62,manufacturing,United Kingdom,2017
Lee Seo-Hyun,1.5,43,"computer services, tourism",South Korea,2017
Rodney Lewis,1.5,63,natural gas,United States,2017
Li Zongsong,1.5,49,pharmaceuticals,China,2017
Liang Zhaoxian,1.5,52,appliances,China,2017
David Lichtenstein,1.5,55,real estate,United States,2017
Liu Ming Chung,1.5,54,paper manufacturing,Brazil,2017
Ana Maria Marcondes Penido Sant'Anna,1.5,61,toll roads,Brazil,2017
Kishore Mariwala,1.5,82,consumer goods,India,2017
Martin Moller Nielsen,1.5,52,aircraft leasing,Denmark,2017
Massimo Moratti,1.5,71,oil refinery,Italy,2017
Manuel Moroun,1.5,89,transportation,United States,2017
Charles Munger,1.5,93,Berkshire Hathaway,United States,2017
Ezra Nahmad,1.5,71,art,Monaco,2017
Vikas Oberoi,1.5,46,real estate,India,2017
Neal Patterson,1.5,67,health IT,United States,2017
Nelson Peltz,1.5,74,investments,United States,2017
Jose Isaac Peres,1.5,76,shopping malls,Brazil,2017
Gregorio Perez Companc,1.5,81,oil & gas,Argentina,2017
Qi Jinxing,1.5,54,real estate,China,2017
Hilton Schlosberg,1.5,64,energy drinks,United Kingdom,2017
Shen Wenrong,1.5,71,steel production,China,2017
Shin Dong-Bin,1.5,62,retail,South Korea,2017
Martua Sitorus,1.5,57,palm oil,Indonesia,2017
Frank Stronach,1.5,84,auto parts,Canada,2017
Georg Stumpf,1.5,n/a,"real estate, construction",Austria,2017
Tang Hsiang-chien,1.5,93,"textiles, electronics",Hong Kong,2017
Sukanto Tanoto,1.5,67,diversified,Indonesia,2017
Alain Taravella,1.5,69,real estate,France,2017
Jim Thompson,1.5,77,logistics,United States,2017
Wichai Thongtang,1.5,70,investments,Thailand,2017
Tung Chee Hwa,1.5,79,shipping,Hong Kong,2017
Manuel Villar,1.5,67,real estate,Philippines,2017
Wang Miaotong,1.5,59,auto parts,China,2017
Wang Wenjing,1.5,52,business software,China,2017
Ian Wood,1.5,74,energy services,United Kingdom,2017
Wu Yiling,1.5,67,pharmaceuticals,China,2017
Takao Yasuda,1.5,67,retail,Japan,2017
Albert Yeung,1.5,74,"real estate, retail",Hong Kong,2017
Zhang Jingzhang,1.5,81,precision machinery,China,2017
Zhong Sheng Jian,1.5,59,real estate,Singapore,2017
Zhou Hongyi,1.5,46,security software,China,2017
William Ackman,1.4,50,hedge funds,United States,2017
Radhe Shyam Agarwal,1.4,72,consumer goods,India,2017
Bill Alfond,1.4,68,shoes,United States,2017
Peter Alfond,1.4,64,shoes,United States,2017
Susan Alfond,1.4,71,shoes,United States,2017
Ted Alfond,1.4,72,shoes,United States,2017
Bassam Alghanim,1.4,65,diversified,Kuwait,2017
Kutayba Alghanim,1.4,71,diversified,Kuwait,2017
Joao Alves de Queiroz Filho,1.4,64,consumer goods,Brazil,2017
Alexei Ananyev,1.4,52,"banking, IT, real estate",Russia,2017
Dmitry Ananyev,1.4,48,"banking, IT, real estate",Russia,2017
Ramon Ang,1.4,63,Diversified,Philippines,2017
Vasily Anisimov,1.4,65,real estate,Russia,2017
Mika Anttonen,1.4,50,oil & gas,Finland,2017
William F. Austin,1.4,75,hearing aids,United States,2017
Lesley Bamberger,1.4,51,real estate,Netherlands,2017
Alex Beard,1.4,49,"mining, commodities",United Kingdom,2017
Angela Bennett,1.4,72,mining,Australia,2017
Henadiy Boholyubov,1.4,55,"banking, investments",Ukraine,2017
Ana Maria Brescia Cafferata,1.4,92,"mining, banking",Peru,2017
Anand Burman,1.4,64,consumer goods,India,2017
Ahmet Calik,1.4,59,"energy, banking, construction",Turkey,2017
Cao Kejian,1.4,54,air compressors,China,2017
Che Fengsheng,1.4,54,pharmaceuticals,China,2017
Chen Dakui,1.4,65,shrink-wrap film,China,2017
Chen Nianci,1.4,65,retail,China,2017
Bruce Cheng,1.4,81,electronics,Taiwan,2017
Chua Thian Poh,1.4,68,real estate,Singapore,2017
Gustavo Cisneros,1.4,71,media,Venezuela,2017
Robert Defares,1.4,55,electronic trading,Netherlands,2017
Richard Desmond,1.4,65,publishing,United Kingdom,2017
Mohammed Dewji,1.4,41,diversified,Tanzania,2017
John Edson,1.4,84,leisure craft,United States,2017
Paul Foster,1.4,59,oil refining,United States,2017
Fu Mingkang,1.4,54,manufacturing,China,2017
Victor Fung,1.4,71,trading company,United States,2017
Reinold Geiger,1.4,69,beauty products,Austria,2017
Radhe Shyam Goenka,1.4,71,consumer goods,India,2017
Gu Wei,1.4,52,consumer electronics,China,2017
Han Tao,1.4,56,electronics components,China,2017
Hans-Werner Hector,1.4,77,SAP,Germany,2017
