name,wealth,age,source,country,year
Mark Stevens,2.5,58,venture capital,United States,2018
Sze Man Bok,2.5,68,hygiene products,China,2018
Sarik Tara,2.5,87,construction,Turkey,2018
Lottie Tham,2.5,68,H&M,Sweden,2018
Peter Thiel,2.5,50,"Facebook, Palantir",United States,2018
Elaine Wynn,2.5,75,"casinos, hotels",United States,2018
Denise York,2.5,67,San Francisco 49ers,United States,2018
David Zalik,2.5,44,technology,United States,2018
Zhao Tao,2.5,52,pharmaceuticals,Singapore,2018
George Argyros,2.4,81,"real estate, investments",United States,2018
John Arrillaga,2.4,80,real estate,United States,2018
Charles Bronfman,2.4,86,liquor,Canada,2018
Peter Buck,2.4,87,Subway sandwich shops,United States,2018
Chen Jinxia,2.4,49,investments,China,2018
Vivien Chen,2.4,59,real estate,Hong Kong,2018
Chu Lam Yiu,2.4,48,flavorings,Hong Kong,2018
Jean Coutu,2.4,90,drugstores,Canada,2018
Jose Luis Cutrale,2.4,71,orange juice,Brazil,2018
Jai Hari & Yadu Hari Dalmia,2.4,-,cement,India,2018
Bergit Douglas,2.4,71,consumer goods,Germany,2018
Alfredo Egydio Arruda Villela Filho,2.4,48,banking,Brazil,2018
Marcel Erni,2.4,53,private equity,Switzerland,2018
Andre Esteves,2.4,49,banking,Brazil,2018
Carlo Fidani,2.4,63,real estate,Canada,2018
Abhay Firodia,2.4,73,automobiles,India,2018
Alfred Gantner,2.4,49,private equity,Switzerland,2018
Geng Jianming,2.4,55,real estate,China,2018
Mitchell Goldhar,2.4,56,real estate,Canada,2018
Hortensia Herrero,2.4,67,supermarkets,Spain,2018
Michael Hintze,2.4,64,investment,Australia,2018
Igor Kesaev,2.4,51,"tobacco distribution, retail",Russia,2018
Koon Poh Keong,2.4,56,aluminum,Malaysia,2018
Hermann Langness,2.4,65,retail,Germany,2018
Li Zhongchu,2.4,54,software,China,2018
Alexander Mamut,2.4,58,investments,Russia,2018
Joao Roberto Marinho,2.4,64,media,Brazil,2018
"Drayton McLane, Jr.",2.4,81,"Wal-Mart, logistics",United States,2018
Patrice Motsepe,2.4,56,mining,South Africa,2018
Alfred Oetker,2.4,51,consumer goods,Germany,2018
August Oetker,2.4,73,consumer goods,Germany,2018
Carl Ferdinand Oetker,2.4,45,consumer goods,Germany,2018
Christian Oetker,2.4,69,consumer goods,Germany,2018
Julia Oetker,2.4,39,consumer goods,Germany,2018
Richard Oetker,2.4,67,consumer goods,Germany,2018
Daniel Pritzker,2.4,58,"hotels, investments",United States,2018
John Pritzker,2.4,65,"hotels, investments",United States,2018
Nevaldo Rocha,2.4,88,retail,Brazil,2018
Luigi Rovati,2.4,89,pharmaceuticals,Italy,2018
Ferit Faik Sahenk,2.4,53,diversified,Turkey,2018
Rosely Schweizer,2.4,77,consumer goods,Germany,2018
Eric Smidt,2.4,58,hardware stores,United States,2018
Alexander Spanos,2.4,94,"real estate, Los Angeles Chargers",United States,2018
Leena Tewari,2.4,60,pharmaceuticals,India,2018
Tong Jinquan,2.4,63,real estate,China,2018
Peter Unger,2.4,73,auto repair,Germany,2018
Sunny Varkey,2.4,60,education,India,2018
Urs Wietlisbach,2.4,56,private equity,Switzerland,2018
Michael Ying,2.4,68,retail,Hong Kong,2018
Yu Minhong,2.4,56,education,China,2018
Eva Maria Bucher-Haefner,2.3,61,Computer Associates,Switzerland,2018
Chen Hua,2.3,52,real estate,China,2018
Gustavo Denegri,2.3,82,biotech,Italy,2018
Dermot Desmond,2.3,67,finance,Ireland,2018
Murali Divi,2.3,66,pharmaceuticals,India,2018
Thomas Flohr,2.3,48,VistaJet,Switzerland,2018
Bernard Fraisse,2.3,61,pharmaceuticals,France,2018
Harsh Goenka,2.3,60,diversified,India,2018
David Gottesman,2.3,91,investments,United States,2018
Murli Dhar & Bimal Kumar Gyanchandani,2.3,-,Detergents,India,2018
Bill Haslam,2.3,59,truck stops,United States,2018
Hu Baifan,2.3,55,pharmaceuticals,China,2018
W. Herbert Hunt,2.3,89,oil,United States,2018
Alijan Ibragimov,2.3,64,"mining, metals",Kazakhstan,2018
Bradley Jacobs,2.3,61,logistics,United States,2018
Brad Kelley,2.3,61,tobacco,United States,2018
Vinod Khosla,2.3,63,venture capital,United States,2018
Stephen Lansdown,2.3,65,financial services,Guernsey,2018
Martin Lau,2.3,44,e-commerce,Hong Kong,2018
Lee Joong-Keun,2.3,77,"construction, real estate",South Korea,2018
Lin Li,2.3,54,investments,China,2018
Kenneth Lo,2.3,79,textiles,United Kingdom,2018
Alexander Machkevich,2.3,64,"mining, metals",Israel,2018
Clayton Mathile,2.3,77,pet food,United States,2018
Stanley Perron,2.3,95,"real estate, retail",Australia,2018
J. Joe Ricketts,2.3,76,TD Ameritrade,United States,2018
Dirk Rossmann,2.3,71,drugstores,Germany,2018
Filiz Sahenk,2.3,51,diversified,Turkey,2018
Dan Snyder,2.3,53,Washington Redskins,United States,2018
Peter Spuhler,2.3,58,train cars,Switzerland,2018
Tang Yiu,2.3,83,fashion retail,Hong Kong,2018
John Tyson,2.3,64,food processing,United States,2018
Wong Man Li,2.3,53,furniture,Hong Kong,2018
Lia Maria Aguiar,2.2,80,banking,Brazil,2018
Aziz Akhannouch,2.2,57,"petroleum, diversified",Morocco,2018
Ron Baron,2.2,74,money management,United States,2018
Shyam & Hari Bhartia,2.2,65,Diversified,India,2018
Timothy Boyle,2.2,68,Columbia Sportswear,United States,2018
Tatiana Casiraghi,2.2,34,beer,Monaco,2018
Chan Tan Ching-fen,2.2,-,real estate,Hong Kong,2018
"Chase Coleman, III.",2.2,42,hedge fund,United States,2018
Mark Coombs,2.2,57,finance,United Kingdom,2018
James Coulter,2.2,58,private equity,United States,2018
Dulce Pugliese de Godoy Bueno,2.2,70,"hospitals, health care",Brazil,2018
Ana Lucia de Mattos Barretto Villela,2.2,44,banking,Brazil,2018
"Frank Fertitta, III.",2.2,56,"casinos, mixed martial arts",United States,2018
Lorenzo Fertitta,2.2,49,"casinos, mixed martial arts",United States,2018
Maria Franca Fissolo,2.2,83,"Nutella, chocolates",Italy,2018
Alexander Frolov,2.2,53,"mining, steel",Russia,2018
"Ernest Garcia, II.",2.2,60,used cars,United States,2018
Alexandre Grendene Bartelle,2.2,68,shoes,Brazil,2018
Vinod & Anil Rai Gupta,2.2,72,electrical equipment,India,2018
Torstein Hagen,2.2,75,cruises,Norway,2018
He Qiaonv,2.2,52,landscape architecture,China,2018
Hans-Werner Hector,2.2,78,SAP,Germany,2018
Stanley Hubbard,2.2,84,DirecTV,United States,2018
Ke Xiping,2.2,57,investments,China,2018
Suna Kirac,2.2,76,diversified,Turkey,2018
Kong Jian Min,2.2,50,real estate,China,2018
Koo Bon-Moo,2.2,73,Diversified,South Korea,2018
Heikki Kyostila,2.2,72,dental products,Finland,2018
Thomas Lee,2.2,73,private equity,United States,2018
Eric Lefkofsky,2.2,48,Groupon,United States,2018
Peter Lim,2.2,64,investments,Singapore,2018
Scott Lin,2.2,-,optical components,Taiwan,2018
Tomas Olivo Lopez,2.2,44,shopping centers,Spain,2018
Phillip T. (Terry) Ragon,2.2,68,health IT,United States,2018
Stewart Rahr,2.2,72,drug distribution,United States,2018
T. Denny Sanford,2.2,82,"banking, credit cards",United States,2018
"Julio Mario Santo Domingo, III.",2.2,32,beer,United States,2018
"Karl Scheufele, III.",2.2,79,jewelry,Switzerland,2018
Shen Guojun,2.2,55,retail,China,2018
Alain Taravella,2.2,70,real estate,France,2018
Oleg Tinkov,2.2,50,banking,Russia,2018
T.Y. Tsai,2.2,-,finance,Taiwan,2018
Tung Chee Hwa,2.2,80,shipping,Hong Kong,2018
Ted Turner,2.2,79,cable television,United States,2018
Sunil Vaswani,2.2,54,diversified,United Kingdom,2018
Jitendra Virwani,2.2,52,real estate,India,2018
Lang Walker,2.2,72,real estate,Australia,2018
Wu Zhigang,2.2,83,bakery chain,China,2018
Xiao Wenge,2.2,51,entertainment,China,2018
Xiong Xuqiang,2.2,61,real estate,Hong Kong,2018
Takao Yasuda,2.2,68,retail,Japan,2018
William Young,2.2,77,plastics,United States,2018
Eddie & Sol Zakay,2.2,-,Real Estate,United Kingdom,2018
Zhang Xiugen,2.2,57,automobiles,China,2018
Leslie Alexander,2.1,74,sports team,United States,2018
Patricia Angelini Rossi,2.1,63,"forestry, mining",Chile,2018
Josef Boquoi,2.1,84,frozen foods,Germany,2018
Nikolai Buinov,2.1,50,"oil, gas",Russia,2018
Richard Chandler,2.1,59,investments,New Zealand,2018
Cheng Xue,2.1,48,soy sauce,China,2018
Patokh Chodiev,2.1,65,"mining, metals",Belgium,2018
Choo Chong Ngen,2.1,64,hotels,Singapore,2018
Todd Christopher,2.1,55,hair care products,United States,2018
John de Mol,2.1,62,television,Netherlands,2018
Bob Gaglardi,2.1,77,hotels,Canada,2018
Gordon Getty,2.1,84,Getty Oil,United States,2018
Philippe Ginestet,2.1,64,retail stores,France,2018
Sanjiv Goenka,2.1,57,diversified,India,2018
Alec Gores,2.1,64,private equity,United States,2018
David Hains,2.1,87,Investment,Australia,2018
Bahaa Hariri,2.1,51,"real estate, investments, logistics",Lebanon,2018
William Heinecke,2.1,69,hotels,Thailand,2018
Huang Hongyun,2.1,51,real estate,China,2018
Huang Zhenda,2.1,70,construction,China,2018
Ravi Jaipuria,2.1,63,soft drinks,India,2018
Jiang Yehua,2.1,55,real estate,China,2018
Manuel Jove,2.1,76,real estate,Spain,2018
Willibert Krueger,2.1,77,food processing,Germany,2018
Kuok Khoon Hong,2.1,68,palm oil,Singapore,2018
Christian Latouche,2.1,77,accounting services,France,2018
Guenther Lehmann,2.1,-,drugstores,Germany,2018
Li Hongxin,2.1,65,paper & related products,China,2018
Li Xiting,2.1,67,medical devices,China,2018
Liang Yunchao,2.1,49,nutrition supplements,China,2018
Brandt Louie,2.1,74,drugstores,Canada,2018
Catherine Lozick,2.1,73,valve manufacturing,United States,2018
Igor Makarov,2.1,55,investments,Russia,2018
Mao Lixiang,2.1,77,cooking appliances,China,2018
Harsh Mariwala,2.1,66,consumer goods,India,2018
Martin Moller Nielsen,2.1,53,aircraft leasing,Denmark,2018
David Murdock,2.1,94,"Dole, real estate",United States,2018
N.R. Narayana Murthy,2.1,71,software services,India,2018
Georg Nemetschek,2.1,84,software,Germany,2018
Vikas Oberoi,2.1,47,real estate,India,2018
Maja Oeri,2.1,63,Roche Holding,Switzerland,2018
Ong Beng Seng and Christina Ong,2.1,73,diversified,Singapore,2018
"H. Ross Perot, Jr.",2.1,59,real estate,United States,2018
Tor Peterson,2.1,53,commodities,United States,2018
Heloise Pratt,2.1,55,"manufacturing, investment",Australia,2018
Alexey Repik,2.1,38,pharmaceuticals,Russia,2018
Shin Chang-Jae,2.1,64,insurance,South Korea,2018
Kavitark Ram Shriram,2.1,61,"venture capital, Google",United States,2018
Sylvia Stroeher,2.1,62,cosmetics,Germany,2018
Katsumi Tada,2.1,72,real estate,Japan,2018
Tang Shing-bor,2.1,84,real estate,Hong Kong,2018
Georg von Opel,2.1,51,"real estate, investments",Switzerland,2018
David Walentas,2.1,79,real estate,United States,2018
Ronald Wanek,2.1,76,furniture,United States,2018
Wang Changtian,2.1,52,"TV, movie production",China,2018
Wang Wenjing,2.1,53,business software,China,2018
Ye Cheng,2.1,56,conglomerate,China,2018
Zhu Gongshan,2.1,60,solar panel materials,China,2018
Antti Aarnio-Wihuri,2,78,diversified,Finland,2018
S. Daniel Abraham,2,93,Slim-Fast,United States,2018
Joao Alves de Queiroz Filho,2,65,pharmaceuticals,Brazil,2018
Mika Anttonen,2,51,oil & gas,Finland,2018
Thor Bjorgolfsson,2,50,investments,Iceland,2018
Andrei Bokarev,2,51,"metals, mining",Russia,2018
Bernhard Braun-Luedicke,2,41,medical technology,Germany,2018
Eva Maria Braun-Luedicke,2,31,medical technology,Germany,2018
Friederike Braun-Luedicke,2,34,medical technology,Germany,2018
Ron Burkle,2,65,"supermarkets, investments",United States,2018
Vivek Chand Burman,2,80,consumer goods,India,2018
Chen Yung-Tai,2,82,real estate,Taiwan,2018
James Clark,2,73,"Netscape, investments",United States,2018
Christopher Cline,2,59,coal,United States,2018
Alexandra Daitch,2,55,Cargill,United States,2018
Dong Wei,2,47,pharmaceuticals,China,2018
Fritz Draexlmaier,2,-,auto parts,Germany,2018
Glenn Dubin,2,60,hedge funds,United States,2018
Robert Duggan,2,73,pharmaceuticals,United States,2018
Jayme Garfinkel,2,72,insurance,Brazil,2018
Sam Goi,2,69,frozen foods,Singapore,2018
Thomas Hagen,2,82,insurance,United States,2018
Carlos Hank Rhon,2,70,banking,Mexico,2018
Christoph Henkel,2,60,consumer goods,Germany,2018
Hu Kaijun,2,56,pharmaceuticals,China,2018
Huang Yi,2,56,auto distribution,Hong Kong,2018
Ramesh Juneja,2,62,pharmaceuticals,India,2018
Bruce Karsh,2,62,private equity,United States,2018
Henry Laufer,2,72,hedge funds,United States,2018
Lee Boo-Jin,2,47,"computer services, tourism",South Korea,2018
Lee Jay-Hyun,2,57,"food products, entertainment",South Korea,2018
Wolfgang Leitner,2,64,engineering,Austria,2018
Li Ge,2,51,biotech,China,2018
Harald Link,2,63,diversified,Thailand,2018
Liu Ming Hui,2,55,natural gas distribution,China,2018
Jeffrey Lurie,2,66,Philadelphia Eagles,United States,2018
Ma Xingtian,2,48,pharmaceuticals,China,2018
Sarah MacMillan,2,64,Cargill,United States,2018
Howard Marks,2,71,private equity,United States,2018
Miao Shouliang,2,63,real estate,China,2018
Lachhman Das Mittal,2,87,tractors,India,2018
Mario Moretti Polegato,2,65,shoes,Italy,2018
Vadim Moshkovich,2,50,"agriculture, land",Russia,2018
Mofatraj Munot,2,73,real estate,India,2018
Jonathan Nelson,2,61,private equity,United States,2018
Florentino Perez,2,70,construction,Spain,2018
Chuchat & Daonapa Petaumpai,2,64,motorcycle loans,Thailand,2018
Peter Peterson,2,91,investments,United States,2018
Arvind Poddar,2,60,tires,India,2018
Murdaya Poo,2,77,diversified,Indonesia,2018
Ren Zhengfei,2,74,telecom equipment,China,2018
Antony Ressler,2,56,finance,United States,2018
Francisco Jose Riberas Mera,2,53,"steel, autoparts",Spain,2018
Rodney Sacks,2,68,energy drinks,United States,2018
Hilton Schlosberg,2,65,energy drinks,United Kingdom,2018
Brian Sheth,2,42,investments,United States,2018
Lucy Stitzer,2,58,Cargill,United States,2018
Su Suyu,2,69,"utilities, real estate",China,2018
Satoshi Suzuki,2,63,cosmetics,Japan,2018
Katherine Tanner,2,62,Cargill,United States,2018
Arvind Tiku,2,48,"oil & gas, investments",India,2018
Wang Liping,2,52,hydraulic machinery,China,2018
Wang Xicheng,2,69,tires,China,2018
Wei Shaojun,2,55,real estate,China,2018
Amy Wyss,2,47,medical equipment,United States,2018
Jon Yarbrough,2,60,video games,United States,2018
Vladimir Yevtushenkov,2,69,"telecom, investments",Russia,2018
Charles Zegar,2,70,Bloomberg LP,United States,2018
Zhu Baoguo,2,55,pharmaceuticals,China,2018
Saif Al Ghurair,1.9,94,diversified,United Arab Emirates,2018
Syed Mokhtar AlBukhary,1.9,66,"engineering, energy, construction",Malaysia,2018
Miriam Baumann-Blocher,1.9,43,chemicals,Switzerland,2018
Albert Berner,1.9,82,fasteners,Germany,2018
Thomas Bruch,1.9,67,retail,Germany,2018
Chang Yun Chung,1.9,99,shipping,Singapore,2018
Kiat Chiaravanont,1.9,-,diversified,Thailand,2018
Jean-Paul and Martine Clozel,1.9,-,pharmaceuticals,Switzerland,2018
Benjamin de Rothschild,1.9,54,banking,Switzerland,2018
James Dinan,1.9,58,hedge funds,United States,2018
Charles Edelstenne,1.9,80,aviation,France,2018
Bernd Freier,1.9,61,fashion retail,Germany,2018
Bill Gross,1.9,73,investments,United States,2018
Jeffrey Gundlach,1.9,59,investments,United States,2018
Suat Gunsel,1.9,65,"real estate, education",Cyprus,2018
Shmuel Harlap,1.9,73,automotive,Israel,2018
Roberto Hernandez Ramirez,1.9,75,banking,Mexico,2018
Johannes Kaercher,1.9,67,"vacuums, cleaning products",Germany,2018
Friedrich Knapp,1.9,66,fashion retail,Germany,2018
Lee Myung-Hee,1.9,74,retail,South Korea,2018
Lee Seo-Hyun,1.9,44,"computer services, tourism",South Korea,2018
Liang Jiankun,1.9,56,cobalt mining,China,2018
Liao Long-shing,1.9,65,petrochemicals,Taiwan,2018
Lin Shu-Hong,1.9,89,petrochemicals,Taiwan,2018
Yasseen Mansour,1.9,56,diversified,Egypt,2018
David Nahmad,1.9,70,art collection,Monaco,2018
Alexander Nesis,1.9,55,"metals, banking, fertilizers",Russia,2018
Nandan Nilekani,1.9,62,software services,India,2018
Ranjan Pai,1.9,45,education,India,2018
Park Hyeon-Joo,1.9,59,mutual funds,South Korea,2018
Jennifer Pritzker,1.9,67,"hotels, investments",United States,2018
Qiu Jianping,1.9,56,hand tools,China,2018
Megdet Rahimkulov,1.9,72,investments,Russia,2018
Vito Rodriguez Rodriguez,1.9,79,processed milk,Peru,2018
Stephen Rubin,1.9,80,sports apparel,United Kingdom,2018
Remo Ruffini,1.9,56,winter jackets,Italy,2018
Erik Selin,1.9,50,real estate,Sweden,2018
Peter Sondakh,1.9,68,investments,Indonesia,2018
Alan N. Trefler,1.9,61,software,United States,2018
Tseng Shin-yi,1.9,90,petrochemicals,Taiwan,2018
Masateru Uno,1.9,71,drugstores,Japan,2018
Wang Qingtao,1.9,56,steel smelting,China,2018
Evan Williams,1.9,45,Twitter,United States,2018
Gustav Magnar Witzoe,1.9,24,fish farming,Norway,2018
Horst Wortmann,1.9,76,footwear,Germany,2018
Xiao Yongming,1.9,53,fertilizer,China,2018
Xie Zhikun,1.9,57,investments,China,2018
Xue Xiangdong,1.9,59,software,China,2018
Yuan Yafei,1.9,54,"retail, investments",China,2018
Robin Zeng,1.9,50,batteries,Hong Kong,2018
Zhang Daocai,1.9,68,valves,China,2018
Zhang Xuansong,1.9,46,supermarket,China,2018
Zheng Yuewen,1.9,56,investments,China,2018
Zhou Xiaoguang,1.9,56,real estate,China,2018
Susanne Zimmermann von Siefart ξ,1.9,61,"vacuums, home cleaning products",Germany,2018
Aras Agalarov,1.8,62,real estate,Russia,2018
Maurice Alter,1.8,92,real estate,Australia,2018
An Kang,1.8,69,pharmaceuticals,China,2018
Alex Beard,1.8,50,"mining, commodities",United Kingdom,2018
Nicolas Berggruen,1.8,56,investments,United States,2018
Vladimir Bogdanov,1.8,66,oil,Russia,2018
Julio Bozano,1.8,82,banking,Brazil,2018
Anna Maria Braun,1.8,39,medical technology,Germany,2018
Johanna Braun,1.8,38,medical technology,Germany,2018
Karl Friedrich Braun,1.8,35,medical technology,Germany,2018
Anand Burman,1.8,65,consumer goods,India,2018
Edouard Carmignac,1.8,70,asset management,France,2018
Chen Jianhua,1.8,47,chemicals,China,2018
Cheung Yan,1.8,61,paper manufacturing,China,2018
Chung Mong-Joon,1.8,66,"shipbuilding, industrial machines",South Korea,2018
Jack Cowin,1.8,75,fast food,Australia,2018
Cui Genliang,1.8,59,electric components,China,2018
Kommer Damen,1.8,73,shipbuilding,Netherlands,2018
Diego Della Valle,1.8,64,shoes,Italy,2018
Dou Zhenggang,1.8,64,"energy, chemicals",China,2018
N. Murray Edwards,1.8,58,oil & gas,Canada,2018
Gabriel Escarrer,1.8,83,hotels,Spain,2018
Clement Fayat,1.8,86,construction,France,2018
James France,1.8,73,"Nascar, racing",United States,2018
Senapathy Gopalakrishnan,1.8,62,software services,India,2018
David Harding,1.8,56,finance,United Kingdom,2018
Stewart Horejsi,1.8,80,Berkshire Hathaway,United States,2018
Huang Qisen,1.8,53,real estate,China,2018
Hamilton James,1.8,66,investments,United States,2018
John Kapoor,1.8,74,healthcare,United States,2018
William Lauder,1.8,57,Estee Lauder,United States,2018
Li Zongsong,1.8,50,pharmaceuticals,China,2018
Willy Michel,1.8,71,medical devices,Switzerland,2018
Masahiro Noda,1.8,79,software,Japan,2018
Gregorio Perez Companc,1.8,82,oil & gas,Argentina,2018
Linda Pritzker,1.8,64,"hotels, investments",United States,2018
Qin Hui,1.8,50,movie theaters,China,2018
Matthias Reinhart,1.8,58,finance,Switzerland,2018
Brian Roberts,1.8,58,Comcast,United States,2018
Alberto Roemmers,1.8,91,pharmaceuticals,Argentina,2018
Gerald Schwartz,1.8,76,finance,Canada,2018
Thaksin Shinawatra,1.8,68,investments,Thailand,2018
William Stone,1.8,62,software,United States,2018
Petter Stordalen,1.8,55,hotels,Norway,2018
Julia Stoschek,1.8,42,auto parts,Germany,2018
Maximilian Stoschek,1.8,-,auto parts,Germany,2018
Sun Shoukuan,1.8,68,metals. coal,China,2018
Ba Duong Tran,1.8,57,automotive,Vietnam,2018
Hamdi Ulukaya,1.8,45,greek yogurt,Turkey,2018
Wong Luen Hei,1.8,56,building materials,China,2018
Wu Yulan,1.8,48,pharmaceuticals,China,2018
Xu Hang,1.8,51,medical devices,China,2018
Yang Erzhu,1.8,67,real estate,China,2018
Yao Kuizhang,1.8,53,beverages,China,2018
Sheng Jian Zhong,1.8,60,real estate,Singapore,2018
Marcel Adams,1.7,97,real estate,Canada,2018
"Herbert Allen, Jr.",1.7,78,investment banking,United States,2018
Michael Ashcroft,1.7,72,security,United Kingdom,2018
Roman Avdeev,1.7,50,"banking, development",Russia,2018
Emilio Azcarraga Jean,1.7,50,TV broadcasting,Mexico,2018
Sezai Bacaksiz,1.7,68,diversified,Turkey,2018
Lesley Bamberger,1.7,52,real estate,Netherlands,2018
Angela Bennett,1.7,73,mining,Australia,2018
Hubertus Benteler,1.7,71,auto parts,Germany,2018
Ludwig Theodor Braun,1.7,28,medical technology,Germany,2018
Nicola Bulgari,1.7,77,luxury goods,Italy,2018
Paolo Bulgari,1.7,80,luxury goods,Italy,2018
Chen Dejun,1.7,47,package delivery,China,2018
Tony Chen,1.7,49,eletronics,Taiwan,2018
Chen Xueli,1.7,67,pharmaceuticals,China,2018
Luigi Cremonini,1.7,78,meat processing,Italy,2018
Dominique Desseigne,1.7,73,casinos,France,2018
Sefik Yilmaz Dizdar,1.7,79,fashion retail,Turkey,2018
Domenico Dolce,1.7,59,luxury goods,Italy,2018
Pavel Durov,1.7,33,messaging app,Russia,2018
John Farber,1.7,92,chemicals,United States,2018
Robert Fisher,1.7,64,Gap,United States,2018
William Fisher,1.7,60,Gap,United States,2018
Stefano Gabbana,1.7,55,luxury goods,Italy,2018
Rolf Gerling,1.7,63,insurance,Germany,2018
Serge Godin,1.7,68,information technology,Canada,2018
Sergei Gordeev,1.7,45,real estate,Russia,2018
Mehmet Nazif Gunal,1.7,70,"tourism, construction",Turkey,2018
Yusuf Hamied,1.7,81,pharmaceuticals,India,2018
Gerry Harvey,1.7,78,retail,Australia,2018
Timothy Headington,1.7,67,"oil & gas, investments",United States,2018
Huang Chulong,1.7,59,real estate,Canada,2018
Huo Qinghua,1.7,56,coal,China,2018
Devendra Jain,1.7,89,chemicals,India,2018
Jiang Yintai,1.7,67,auto parts,China,2018
"Jim Justice, II.",1.7,66,coal,United States,2018
Kim Jun-Ki,1.7,73,diversified,South Korea,2018
William Koch,1.7,77,"oil, investments",United States,2018
Anthony Langley,1.7,63,manufacturing,United Kingdom,2018
Marc Lasry,1.7,57,hedge funds,United States,2018
Peter Leibinger,1.7,51,machine tools,Germany,2018
Regine Leibinger,1.7,55,machine tools,Germany,2018
Li San Yim,1.7,68,construction equipment,China,2018
David Lichtenstein,1.7,56,real estate,United States,2018
Lim Oon Kuin,1.7,74,oil trading,Singapore,2018
Liu Ming Chung,1.7,55,paper manufacturing,Brazil,2018
Ma Xiuhui,1.7,47,LED lighting,China,2018
Prayudh Mahagitsiri,1.7,72,"coffee, shipping",Thailand,2018
Anand Mahindra,1.7,62,automobiles,India,2018
Kishore Mariwala,1.7,83,consumer goods,India,2018
Craig McCaw,1.7,68,telecom,United States,2018
Miguel McKelvey,1.7,43,WeWork,United States,2018
Vincent McMahon,1.7,72,wrestling,United States,2018
David McMurtry,1.7,77,manufacturing,United Kingdom,2018
Gary Michelson,1.7,69,medical patents,United States,2018
Massimo Moratti,1.7,72,oil refinery,Italy,2018
Farhad Moshiri,1.7,62,diversified,United Kingdom,2018
Jerry Moyes,1.7,74,Transportation,United States,2018
Charles Munger,1.7,94,Berkshire Hathaway,United States,2018
Kerr Neilson,1.7,68,investment,Australia,2018
Ou Zongrong,1.7,54,real estate,China,2018
Nihat Ozdemir,1.7,67,diversified,Turkey,2018
Pan Weiming,1.7,54,real estate,China,2018
Park Yeon-Cha,1.7,72,sneakers,South Korea,2018
Nelson Peltz,1.7,75,investments,United States,2018
Roger Penske,1.7,81,cars,United States,2018
Qi Jinxing,1.7,55,real estate,China,2018
Qi Shi,1.7,48,financial information,China,2018
Theodore Rachmat,1.7,74,diversified,Indonesia,2018
Juan Maria Riberas Mera,1.7,49,steel,Spain,2018
Vijay Shekhar Sharma,1.7,39,financial technology,India,2018
Konstantin Strukov,1.7,59,"gold, coal mining",Russia,2018
Henry Swieca,1.7,60,hedge funds,United States,2018
Wichai Thongtang,1.7,71,investments,Thailand,2018
Torsten Toeller,1.7,51,pet food,Germany,2018
Roman Trotsenko,1.7,47,"transport, engineering, real estate",Russia,2018
Todd Wagner,1.7,57,online media,United States,2018
Wang Chaobin,1.7,62,real estate,China,2018
Wang Yanqing,1.7,51,electrical equipment,China,2018
John Whittaker,1.7,75,real estate,United Kingdom,2018
Wu Guangming,1.7,56,medical equipment,China,2018
Xu Qiming,1.7,54,"food, art",China,2018
Zhang Xiaojuan,1.7,48,logistics,China,2018
Melih Abdulhayoglu,1.6,49,internet security,Turkey,2018
Radhe Shyam Agarwal,1.6,73,consumer goods,India,2018
Mohamed Al Fayed,1.6,89,"retail, investments",Egypt,2018
Faisal Bin Qassim Al Thani,1.6,70,"hotels, diversified",Qatar,2018
William F. Austin,1.6,76,hearing aids,United States,2018
Louis Bacon,1.6,61,hedge funds,United States,2018
Achal Bakeri,1.6,58,air coolers,India,2018
Othman Benjelloun,1.6,85,"banking, insurance",Morocco,2018
William Berkley,1.6,71,insurance,United States,2018
Aneel Bhusri,1.6,52,business software,United States,2018
O. Francis Biondi,1.6,53,hedge funds,United States,2018
John Bloor,1.6,74,"real estate, manufacturing",United Kingdom,2018
David Booth,1.6,72,mutual funds,United States,2018
Cai Wensheng,1.6,48,photo sharing app,China,2018
Ahmet Calik,1.6,60,"energy, banking, construction",Turkey,2018
Michel Chalhoub,1.6,86,retail,France,2018
Chen Xiaoying,1.6,41,package delivery,China,2018
Cho Jung-Ho,1.6,59,finance,South Korea,2018
Turgay Ciner,1.6,62,diversified,Turkey,2018
Steve Conine,1.6,45,online retail,United States,2018
Jacques D'Amours,1.6,61,retail,Canada,2018
Robert Defares,1.6,56,electronic trading,Netherlands,2018
Alexander Dzhaparidze,1.6,62,oil services,Russia,2018
Stephen Feinberg,1.6,57,private equity,United States,2018
Paul Foster,1.6,60,oil refining,United States,2018
Mario Gabelli,1.6,75,money management,United States,2018
Marcos Galperin,1.6,-,e-commerce,Argentina,2018
Radhe Shyam Goenka,1.6,72,consumer goods,India,2018
Christopher Goldsbury,1.6,75,salsa,United States,2018
Stelios Haji-Ioannou,1.6,51,EasyJet,Cyprus,2018
Ilkka Herlin,1.6,59,"elevators, escalators",Finland,2018
Brian Higgins,1.6,53,hedge funds,United States,2018
Stephen Jarislowsky,1.6,92,money management,Canada,2018
Michael Jordan,1.6,55,"Charlotte Hornets, endorsements",United States,2018
Kenji Kasahara,1.6,42,social network,Japan,2018
Kim Taek-Jin,1.6,50,online games,South Korea,2018
Edward Lampert,1.6,55,Sears,United States,2018
Thomas Lau,1.6,63,department stores,Hong Kong,2018
Thai Lee,1.6,59,IT provider,United States,2018
Lei Jufang,1.6,65,pharmaceuticals,China,2018
Li Li,1.6,54,pharmaceuticals,China,2018
