name,country,age,wealth,source,year
Xiu Li Hawken,United Kingdom,50,1.5,real estate,2013
John Henry,United States,63,1.5,sports,2013
Ra-Hee Hong,South Korea,67,1.5,Samsung,2013
James Irsay,United States,53,1.5,Indianapolis Colts,2013
"Joe Jamail, Jr.",United States,87,1.5,lawsuits,2013
Jiang Rensheng & family,China,59,1.5,pharmaceuticals,2013
Hanni Toosbuy Kasprzak,Denmark,55,1.5,shoes,2013
Vinod Khosla,United States,58,1.5,venture capital,2013
Andrei Kosogov,Russia,51,1.5,"oil, telecom, banking",2013
Stephen Lansdown,Guernsey,60,1.5,financial services,2013
Lee Jay-Hyun,South Korea,52,1.5,CJ,2013
Lee Myung-Hee,South Korea,69,1.5,Shinsegae,2013
Thomas Lee,United States,68,1.5,leveraged buyouts,2013
Lev Leviev,Israel,57,1.5,diamonds,2013
Lim Oon Kuin,Singapore,69,1.5,oil trading,2013
Daniel Loeb,United States,51,1.5,hedge funds,2013
Robert Miller,United Kingdom,75,1.5,retail,2013
Zelimkhan Mutsoev,Russia,53,1.5,"fertilizers, real estate",2013
Ezra Nahmad,Monaco,67,1.5,art collection,2013
Jonathan Nelson,United States,56,1.5,leveraged buyouts,2013
Bob Parsons,United States,62,1.5,web hosting,2013
Gregorio Perez Companc,Argentina,77,1.5,oil and gas,2013
James Pritzker,United States,61,1.5,"hotels, investments",2013
Phillip Ragon,United States,63,1.5,health IT,2013
K. Anji Reddy & family,India,71,1.5,pharmaceuticals,2013
Desmond Sacco,South Africa,70,1.5,mining,2013
Yasumitsu Shigeta,Japan,48,1.5,mobile telecom,2013
Brij Bhushan Singal,India,76,1.5,steel,2013
Katsumi Tada,Japan,67,1.5,real estate,2013
Wilma Tisch,United States,85,1.5,diversified,2013
Albert von Thurn und Taxis,Germany,29,1.5,diversified,2013
Pham Nhat Vuong,Vietnam,44,1.5,real estate,2013
Jacky Xu,St. Kitts and Nevis,-,1.5,apparel,2013
Jerry Yang,United States,44,1.5,Yahoo,2013
M.A. Yusuff Ali,India,57,1.5,retail,2013
Kostyantin Zhevago,Ukraine,39,1.5,mining,2013
Zhu Yicai,China,48,1.5,diversified,2013
Belmiro de Azevedo,Portugal,74,1.45,retail,2013
Huang Yi,Hong Kong,51,1.45,auto distribution,2013
Lin Li,China,49,1.45,investments,2013
Vikas Oberoi,India,42,1.45,real estate,2013
Richard Schulze,United States,72,1.45,Best Buy,2013
Wei Shaojun,China,50,1.45,real estate,2013
Xiong Xuqiang & family,Hong Kong,56,1.45,real estate,2013
Farkhad Akhmedov,Russia,57,1.4,natural gas,2013
Mohamed Al Fayed,Egypt,80,1.4,retailing,2013
Saif Al Ghurair & family,United Arab Emirates,-,1.4,diversified,2013
Roman Avdeev,Russia,45,1.4,"banking, development",2013
Elisabeth Badinter,France,69,1.4,advertising,2013
Oleg Boyko,Russia,48,1.4,"entertaiment, retail, real estate",2013
Julio Bozano,Brazil,77,1.4,banking,2013
John Brown,United States,78,1.4,Stryker Corp.,2013
Leonard Buckeridge,Australia,76,1.4,construction,2013
Paolo Bulgari,Italy,75,1.4,Bulgari,2013
Steve Case,United States,54,1.4,AOL,2013
Vanich Chaiyawan,Thailand,-,1.4,"insurance, drinks",2013
Chen Tianqiao,China,40,1.4,entertainment,2013
Chen Yung-Tai,Taiwan,-,1.4,real estate,2013
"Chase Coleman, III.",United States,37,1.4,hedge fund,2013
Leszek Czarnecki,Poland,51,1.4,finance,2013
Juan Carlos Escotet,Venezuela,53,1.4,banking,2013
Mehmet Nazif Gunal,Turkey,65,1.4,"tourism, construction",2013
Douglas Hsu & family,Taiwan,70,1.4,diversified,2013
Huang Shih Tsai,Hong Kong,61,1.4,real estate,2013
Huang Zelan,China,57,1.4,metals,2013
Ravi Jaipuria,India,58,1.4,soft drinks,2013
Koh Wee Meng,Singapore,49,1.4,real estate,2013
Marc Lasry,United States,52,1.4,hedge funds,2013
Liang Yunchao,China,44,1.4,vitamins & nutrition supplements,2013
Liu Gexin,China,61,1.4,pharmaceuticals,2013
Mangal Prabhat Lodha,India,57,1.4,real estate,2013
Max Michel Suberville,Mexico,80,1.4,retail,2013
Gary Michelson,United States,64,1.4,medical patents,2013
"Henry Nicholas, III.",United States,53,1.4,semiconductors,2013
Neal Patterson,United States,63,1.4,health IT,2013
Florentino Perez,Spain,66,1.4,construction,2013
"Henry Ross Perot, Jr.",United States,54,1.4,"computer services, real estate",2013
Megdet Rahimkulov,Russia,67,1.4,investments,2013
Jorge Rodriguez Rodriguez,Peru,67,1.4,processed milk,2013
Boris Rotenberg,Russia,56,1.4,"construction, pipes, chemicals",2013
Chanchai Ruayrungruang,China,59,1.4,beverages,2013
Nobutada Saji & family,Japan,67,1.4,beverages,2013
Fayez Sarofim,United States,84,1.4,money management,2013
Richard Scaife,United States,80,1.4,investments,2013
Gerald Schwartz,Canada,71,1.4,finance,2013
Thomas Secunda,United States,58,1.4,Bloomberg,2013
Shao Genhuo,China,47,1.4,agribusiness,2013
Thomas Steyer,United States,55,1.4,hedge funds,2013
Sun Piaoyang,China,54,1.4,pharmaceuticals,2013
Tony Tan Caktiong & family,Philippines,60,1.4,fast food,2013
Mehmet Sinan Tara,Turkey,54,1.4,construction,2013
Peter Unger,Germany,68,1.4,auto repair,2013
Wang Muqing & family,China,62,1.4,auto distribution,2013
Wang Wenxue,China,45,1.4,real estate,2013
Dan Wilks,United States,56,1.4,natural gas,2013
Farris Wilks,United States,61,1.4,natural gas,2013
Gordon Wu,Hong Kong,78,1.4,real estate,2013
Albert Yeung,Hong Kong,69,1.4,diversified,2013
Zhang Zhixiang,China,46,1.4,steel,2013
Ahmet Nazif Zorlu,Turkey,68,1.4,diversified,2013
Wen Yibo & family,China,47,1.36,manufacturing,2013
Andrei Bokarev,Russia,46,1.35,"coal mining, machine building",2013
Ana Maria Brescia Cafferata,Peru,88,1.35,"mining, banking",2013
Rosa Brescia Cafferata,Peru,86,1.35,"mining, fisheries",2013
Andrea Della Valle,Italy,47,1.35,shoes,2013
Andrei Filatov,Russia,41,1.35,"ports, railway transport",2013
Geng Jianming,China,50,1.35,real estate,2013
Christopher Goldsbury,United States,70,1.35,salsa,2013
Senapathy Gopalakrishnan & family,India,57,1.35,software,2013
Ayman Hariri,Lebanon,34,1.35,"construction, investments",2013
Fahd Hariri,Lebanon,32,1.35,"construction, investments",2013
Ingeburg Herz,Germany,91,1.35,coffee,2013
Marc Ladreit de Lacharriere,France,72,1.35,finance,2013
Nikita Mishin,Russia,41,1.35,"ports, railway transport",2013
Konstantin Nikolaev,Russia,42,1.35,"ports, railway transport",2013
Alexander Putilov,Russia,60,1.35,oil,2013
Nikolai Sarkisov,Russia,44,1.35,"insurance, real estate",2013
Sergei Sarkisov,Russia,53,1.35,insurance & real estate,2013
Shen Wenrong,China,67,1.35,steel,2013
Sit Kwong Lam,Hong Kong,45,1.35,"oil, transportation",2013
Lia Maria Aguiar,Brazil,75,1.3,banking inheritance,2013
Louis Bacon,United States,54,1.3,hedge funds,2013
Mehmet Rustu Basaran,Turkey,66,1.3,"bank, gas",2013
Nicola Bulgari,Italy,72,1.3,Bulgari,2013
Gary Burrell,United States,75,1.3,navigation equipment,2013
Che Jianxin,China,46,1.3,"retail, real estate",2013
Turgay Ciner,Turkey,57,1.3,diversified,2013
Hubert D'Ornano,France,86,1.3,cosmetics,2013
D. Leopoldo Del Pino y Calvo-Sotelo,Spain,51,1.3,construction,2013
Murali Divi & family,India,61,1.3,pharmaceuticals,2013
Aydin Dogan,Turkey,76,1.3,media,2013
Juan Gallardo Thurlow,Mexico,65,1.3,beverages,2013
Valentin Gapontsev & family,Russia,74,1.3,lasers,2013
Alan Gerry,United States,83,1.3,cable television,2013
Andreas Halvorsen,Norway,51,1.3,hedge funds,2013
David Harding,United Kingdom,51,1.3,finance,2013
Keeree Kanjanapas,Thailand,63,1.3,real estate,2013
Thomas Kaplan,United States,50,1.3,investments,2013
Ali Metin Kazanci,Turkey,78,1.3,energy,2013
Koo Bon-Neung,South Korea,63,1.3,LG,2013
Timur Kulibaev,Kazakhstan,46,1.3,banking,2013
Dinara Kulibaeva,Kazakhstan,45,1.3,banking,2013
Li Shuirong,China,56,1.3,petrochemicals,2013
Jose Llado Fernandez-Urrutia,Spain,78,1.3,construction,2013
Aloke Lohia,Thailand,54,1.3,Polyester,2013
Billy Joe (Red) McCombs,United States,85,1.3,"real estate, oil, cars",2013
Shigenobu Nagamori,Japan,68,1.3,motors,2013
Nandan Nilekani & family,India,57,1.3,software,2013
Maxim Nogotkov,Russia,36,1.3,"retail, banking",2013
Kazuo Okada & family,Japan,70,1.3,casinos,2013
Ranjan Pai,India,40,1.3,education,2013
Peter Peterson,United States,86,1.3,Blackstone Group,2013
Michael Price,United States,60,1.3,investments,2013
Suzan Sabanci Dincer,Turkey,48,1.3,diversified,2013
Serra Sabanci,Turkey,37,1.3,diversified,2013
Sevket Sabanci,Turkey,76,1.3,diversified,2013
Silvio Santos,Brazil,82,1.3,television,2013
Anas Sefrioui,Morocco,55,1.3,real estate,2013
Shaul Shani,Israel,58,1.3,technology,2013
Evgeny (Eugene) Shvidler,United States,48,1.3,"oil & gas, investments",2013
Paul Singer,United States,68,1.3,hedge funds,2013
Edwin Soeryadjaya,Indonesia,64,1.3,coal,2013
Helmut Sohmen,Austria,73,1.3,shipping,2013
Mark Stevens,United States,53,1.3,venture capital,2013
Jon Stryker,United States,54,1.3,medical technology,2013
Vincent Tan,Malaysia,61,1.3,diversified,2013
Tsai Ming-Kai,Taiwan,62,1.3,semiconductors,2013
Wang Yong & family,China,62,1.3,food sweeteners,2013
Charlotte Colket Weber,United States,70,1.3,Campbell Soup,2013
Allan Wong & family,Hong Kong,63,1.3,electronics,2013
Nicholas Woodman,United States,37,1.3,GoPro,2013
Wu Yiling & family,China,63,1.3,pharmaceuticals,2013
Yan Zhi,China,40,1.3,real estate,2013
"Richard Yuengling, Jr.",United States,69,1.3,beer,2013
Mikhail Abyzov,Russia,40,1.25,"power, power engineering",2013
Fawzi Al-Kharafi,Kuwait,-,1.25,diversified,2013
Jassim Al-Kharafi,Kuwait,-,1.25,diversfied,2013
Mohannad Al-Kharafi,Kuwait,-,1.25,diversified,2013
Venugopal Dhoot,India,61,1.25,electronics,2013
David Einhorn,United States,44,1.25,hedge funds,2013
"William Ford, Sr.",United States,87,1.25,Ford Motor Co,2013
Rakesh Jhunjhunwala,India,52,1.25,investments,2013
Sergei Kislov,Russia,52,1.25,"agriculture, refinery",2013
Lee Boo-Jin,South Korea,42,1.25,Samsung,2013
Ni Zhaoxing,China,57,1.25,real estate,2013
Patrick Ryan,United States,75,1.25,insurance,2013
Sun Weijie,China,49,1.25,manufacturing,2013
Graham Weston,United States,49,1.25,web hosting,2013
William Ackman,United States,46,1.2,hedge funds,2013
"Kenneth Adams, Jr.",United States,90,1.2,oil,2013
Bassam Alghanim,Kuwait,61,1.2,diversified,2013
Kutayba Alghanim,Kuwait,67,1.2,diversified,2013
Igor Altushkin,Russia,42,1.2,metals,2013
Roberto Angelini Rossi,Chile,64,1.2,"forestry, mining",2013
Edmund Ansin,United States,77,1.2,television,2013
Kiki Barki,Indonesia,73,1.2,coal,2013
Tom Benson,United States,85,1.2,New Orleans Saints,2013
Jim Breyer,United States,51,1.2,venture capital,2013
Antonio Jose Carneiro,Brazil,70,1.2,electricity distribution,2013
Leon Charney,United States,71,1.2,real estate,2013
Richard Chilton Jr,United States,54,1.2,hedge funds,2013
Chung Yong-Jin,South Korea,44,1.2,Shinsegae,2013
Christopher Cline,United States,55,1.2,coal,2013
Maria Ines de Lafuente Lacroze,Argentina,68,1.2,inheritance,2013
Maria Del Pino y Calvo-Sotelo,Spain,56,1.2,construction,2013
Robert Duggan,United States,68,1.2,pharmaceuticals,2013
Philip Falcone,United States,50,1.2,hedge funds,2013
Mikhail Fedyaev,Russia,50,1.2,"coal, railway transport, machinery",2013
Feng Hailiang,China,52,1.2,copper processing & real estate,2013
Soichiro Fukutake,Japan,67,1.2,education,2013
Mario Gabelli,United States,70,1.2,money management,2013
Anne Gittinger,United States,77,1.2,retail,2013
Andrew Gotianun & family,Philippines,85,1.2,real estate,2013
Konstantin Grigorishin,Russia,47,1.2,power engineering,2013
Mubariz Gurbanoglu,Turkey,44,1.2,shipping,2013
Yuri Gushchin,Russia,68,1.2,"candy, real estate",2013
Yusuf Hamied,India,76,1.2,pharmceuticals,2013
Mehmet Hattat,Turkey,67,1.2,diversified,2013
Hua Bangsong,China,-,1.2,construction,2013
Huang Hongyun & family,China,46,1.2,real estate,2013
Jiang Zhaobai,China,49,1.2,real estate,2013
Ronald Joyce,Canada,82,1.2,restaurants,2013
Baba Kalyani,India,64,1.2,engineering,2013
Sidney Kimmel,United States,85,1.2,retail,2013
Mustafa Vehbi Koc,Turkey,52,1.2,diversified,2013
Pyotr Kondrashev,Russia,63,1.2,fertilizers,2013
Andrei Kozitsyn,Russia,52,1.2,metals,2013
Solomon Lew,Australia,67,1.2,retail,2013
Peter Lewis,United States,79,1.2,insurance,2013
Liu Zaiwang & family,China,41,1.2,decoration,2013
Anatoly Lomakin,Russia,60,1.2,fertilizers,2013
Nikolai Maximov & family,Russia,55,1.2,investments,2013
C. Dean Metropoulos,United States,66,1.2,investments,2013
Mofatraj Munot,India,68,1.2,real estate,2013
Bruce Nordstrom,United States,79,1.2,retail,2013
Sjamsul Nursalim,Indonesia,72,1.2,tires,2013
Roberto Ongpin,Philippines,76,1.2,diversified,2013
Nihat Ozdemir,Turkey,62,1.2,diversified,2013
Ahsen Ozokur,Turkey,62,1.2,food manufacturing,2013
Nelson Peltz,United States,70,1.2,investments,2013
Roger Penske,United States,76,1.2,cars,2013
Jorge Perez,United States,64,1.2,condos,2013
T. Boone Pickens,United States,84,1.2,"oil & gas, investments",2013
Kevin Plank,United States,40,1.2,Under Armour,2013
Alexander Rovt,United States,60,1.2,"fertilizer, real estate",2013
Cigdem Sabanci Bilen,Turkey,43,1.2,diversified,2013
Lily Safra,Monaco,75,1.2,inheritance,2013
Thomas Sandell,Sweden,52,1.2,hedge funds,2013
"Bernard Saul, II.",United States,80,1.2,"banking, real estate",2013
Seo Jung-Jin,South Korea,55,1.2,biotech,2013
Bacaksiz Sezai,Turkey,63,1.2,diversified,2013
Allan Slaight,Canada,80,1.2,broadcasting,2013
Petter Stordalen,Norway,50,1.2,hotels,2013
Frank Stronach,Canada,80,1.2,auto parts,2013
Sun Hongbin,United States,50,1.2,real estate,2013
Henry Swieca,United States,55,1.2,hedge funds,2013
Serhiy Tihipko,Ukraine,53,1.2,"banking, agriculture",2013
Kenny Troutt,United States,65,1.2,telecommunications,2013
Tu Jianhua,China,49,1.2,"motorcycle, real estate",2013
Todd Wagner,United States,52,1.2,online media,2013
Langley Walker,Australia,67,1.2,real estate,2013
Wang Wei,China,-,1.2,delivery service,2013
Gavril Yushvaev,Russia,55,1.2,"food industry, real estate",2013
Alain Bouchard,Canada,63,1.15,Couche Tard,2013
Cho Tak Wong & family,Hong Kong,66,1.15,auto parts,2013
Ana Lucia de Mattos Barretto Villela,Brazil,39,1.15,banking,2013
Alfredo Egydio Arruda Villela Filho,Brazil,43,1.15,banking,2013
Gabriel Escarrer,Spain,78,1.15,hotels,2013
George Joseph,United States,91,1.15,insurance,2013
Lam Kong,China,48,1.15,pharmaceuticals,2013
Jeffrey Lorberbaum,United States,58,1.15,Mohawk Industries,2013
Rosa Evangelina Marcondes Penido Dalla Vecchia,Brazil,63,1.15,toll roads,2013
Arturo Moreno,United States,66,1.15,billboards,2013
Qi Jinxing,China,50,1.15,real estate,2013
Albert Shigaboutdinov,Russia,58,1.15,"refinery, chemicals",2013
Leonid Simanovsky,Russia,63,1.15,investments,2013
Peter Sperling,United States,53,1.15,education,2013
Rustem Sulteev,Russia,59,1.15,"refinery, chemicals",2013
Garibaldi Thohir,Indonesia,47,1.15,coal,2013
Arkady Volozh,Russia,49,1.15,Internet,2013
Wong Kwong Yu & family,China,43,1.15,retail,2013
Marcel Adams,Canada,92,1.1,real estate,2013
Len Ainsworth,Australia,89,1.1,gaming,2013
Nezih Barut,Turkey,60,1.1,pharmaceutical,2013
Elena Baturina,Russia,50,1.1,construction,2013
Carl Berg,United States,75,1.1,real estate,2013
Cheung Yan,China,56,1.1,paper,2013
James Clark,United States,68,1.1,Netscape,2013
Jack Dorsey,United States,36,1.1,technology startups,2013
John Edson,United States,80,1.1,leisure craft,2013
Paul Foster,United States,55,1.1,Western Refining,2013
Fu Guangming & family,China,59,1.1,poultry,2013
Suat Gunsel,Cyprus,60,1.1,"real estate, education",2013
"Daniel Harrison, III.",United States,65,1.1,oil and gas,2013
Huang Zhenda & family,China,65,1.1,construction,2013
Huo Qinghua,China,51,1.1,coal,2013
Mohammed Ibrahim,United Kingdom,66,1.1,communications,2013
Daisy Igel,Brazil,85,1.1,"gas, petrochemicals",2013
Robert Ingham,Australia,81,1.1,agriculture,2013
Mitchell Jacobson,United States,62,1.1,MSC Direct Industrial,2013
Bent Jensen,Denmark,61,1.1,Linak,2013
Ryoichi Jinnai,Japan,86,1.1,"finance, agriculture",2013
Ke Xiping & family,China,52,1.1,investments,2013
Kim Jun-Ki,South Korea,-,1.1,conglomerate,2013
Mehmet Omer Koc,Turkey,50,1.1,diversified,2013
Dmitry Korzhev,Russia,49,1.1,retail,2013
Yuri Kovalchuk,Russia,61,1.1,"banking, insurance, media",2013
Michael Krasny,United States,59,1.1,retail,2013
Lee Man Tat,Hong Kong,84,1.1,oyster sauce,2013
Eric Lefkofsky,United States,43,1.1,Groupon,2013
James Leininger,United States,67,1.1,medical devices,2013
Li Li & family,China,49,1.1,pharmaceuticals,2013
Lim Hariyanto Wijaya Sarwono,Indonesia,84,1.1,Palm Oil,2013
Liu Ming Chung,Brazil,50,1.1,paper manufacturing,2013
Alexander Lutsenko & family,Russia,50,1.1,agrobusiness,2013
William Macaulay,United States,67,1.1,energy investments,2013
Edir Macedo,Brazil,68,1.1,broadcasting,2013
Yuri Milner,Russia,51,1.1,social networking,2013
Manuel Moroun & family,United States,85,1.1,transportation,2013
Charles Munger,United States,89,1.1,Berkshire Hathaway,2013
Gabe Newell,United States,50,1.1,videogames,2013
Ioan Niculae,Romania,58,1.1,agriculture,2013
Guilherme Paulus,Brazil,63,1.1,tourism,2013
"Nicholas Pritzker, II.",United States,69,1.1,"hotels, investments",2013
Que Wenbin & family,China,49,1.1,pharmaceuticals,2013
G. M. Rao,India,62,1.1,infrastructure,2013
James Ratcliffe,United Kingdom,60,1.1,chemicals,2013
Alberto Roemmers,Argentina,55,1.1,pharmaceuticals,2013
David Sainsbury,United Kingdom,72,1.1,retail,2013
Vladimir Scherbakov,Russia,63,1.1,autos,2013
Airat Shaimiev,Russia,51,1.1,"refinery, chemicals",2013
Radik Shaimiev,Russia,48,1.1,"refinery, chemical",2013
Sheng Baijiao,China,61,1.1,retail-apparel/shoe,2013
Edward Stack,United States,58,1.1,Dick's Sporting Goods,2013
Woods Staton,Colombia,63,1.1,McDonald's restaurants,2013
Dorothea Steinbruch,Brazil,-,1.1,steel,2013
Benny Subianto,Indonesia,70,1.1,coal,2013
Tang Xiuguo,China,49,1.1,manufacturing,2013
Wichai Thongthan,Thailand,66,1.1,real estate,2013
Dmitry Troitsky,Russia,48,1.1,retail,2013
Hamdi Ulukaya,Turkey,41,1.1,Chobani,2013
Ye Cheng,China,51,1.1,"real estate, diversified",2013
Ye Yuanxi & family,China,50,1.1,decorations,2013
Denise York,United States,62,1.1,real estate,2013
Zhang Guiping & family,China,61,1.1,real estate,2013
Mori Arkin,Israel,60,1.05,pharmaceuticals,2013
Zadik Bino,Israel,69,1.05,"banking, oil",2013
Cui Zhixiang,China,50,1.05,copper processing,2013
Stelios Haji-Ioannou,Cyprus,46,1.05,EasyJet,2013
Seth Klarman,United States,55,1.05,investments,2013
Liu Baolin,China,59,1.05,drug distribution,2013
Monika Schoeller,Germany,74,1.05,publishing,2013
Stefan von Holtzbrinck,Germany,49,1.05,publishing,2013
Wang Jinshu,China,56,1.05,chemical production,2013
Wang Junmin,China,44,1.05,pharmaceuticals,2013
Soegiarto Adikoesoemo,Indonesia,74,1,chemicals,2013
Joy Alukkas,India,56,1,Jewelry,2013
Patricia Angelini Rossi,Chile,58,1,"forestry, mining",2013
Jose Maria Aristrain,Spain,50,1,steel,2013
Michael Ashcroft,United Kingdom,67,1,security,2013
Thomas Bailey,United States,76,1,finance,2013
Enrique Banuelos,Spain,47,1,real estate,2013
Carol Jenkins Barnett,United States,56,1,Publix supermarkets,2013
Thomas Barrack,United States,65,1,real estate investments,2013
Sara Blakely,United States,42,1,Spanx,2013
Charles Brandes,United States,70,1,money management,2013
Christopher Burch,United States,59,1,Tory Burch LLC,2013
Tory Burch,United States,46,1,Fashion,2013
Cao Kejian,China,50,1,manufacturing,2013
Christopher Chandler,New Zealand,53,1,investments,2013
Binod Chaudhary & family,Nepal,57,1,diversified,2013
Chen Jinshi & family,China,50,1,construction & real estate,2013
Chen Lip Keong,Malaysia,65,1,gaming,2013
Chen Miaolin,China,61,1,hotels,2013
Pollyanna Chu,Hong Kong,55,1,financial services,2013
Alberto Cortina,Spain,67,1,investments,2013
Claude Dauphin,France,62,1,Trafigura,2013
Darwin Deason,United States,72,1,Xerox,2013
Gary Fegel,Switzerland,39,1,Glencore International,2013
David William Grainger,United States,85,1,electrical and industrial equipment,2013
Vladimir Gruzdev,Russia,46,1,investments,2013
Donald Hall,United States,84,1,Hallmark,2013
Santosa Handojo,Indonesia,48,1,poultry,2013
Gerald Harvey,Australia,73,1,retail,2013
Asok Kumar Hiranandani,Singapore,58,1,real estate,2013
Huang Bingwen & family,Australia,59,1,printing,2013
Huang Maoru & family,Belize,47,1,retail,2013
Morris Kahn,Israel,83,1,software,2013
T.S. Kalyanaraman,India,65,1,Jewelry,2013
Dmitry Kamenshchik,Russia,44,1,airport,2013
Ryan Kavanaugh,United States,38,1,Movies,2013
Saban Cemil Kazanci,Turkey,52,1,energy,2013
Nasser Khalili,United Kingdom,67,1,"art, real estate",2013
Viktor Kharitonin,Russia,40,1,pharmaceuticals,2013
Yildirim Ali Koc,Turkey,45,1,diversified,2013
Karel Komarek,Czech Republic,43,1,oil and gas,2013
Kong Jian Min,China,45,1,real estate,2013
Koo Bon-Sik,South Korea,54,1,LG,2013
Esther Koplowitz,Spain,59,1,construction,2013
Lee Joong-Keun,South Korea,72,1,Booyoung,2013
Lee Seo-Hyun,South Korea,39,1,Samsung,2013
Li Zhenjiang,China,56,1,pharmaceuticals,2013
Liang Xinjun,China,45,1,diversified,2013
Liu Xuejing & family,China,62,1,"copper, poultry",2013
Monique Louis-Dreyfus,France,73,1,commodities,2013
Mao Zhongwu,China,50,1,manufacturing,2013
Marie-Jeanne Meyer,France,71,1,commodities,2013
Nirav Modi,India,42,1,Diamond jewelry,2013
Marcos Antonio Molina dos Santos,Brazil,43,1,food processing,2013
"William Moncrief, Jr.",United States,92,1,oil,2013
John Morgridge,United States,79,1,Cisco,2013
Yoshiko Mori,Japan,72,1,"inherited, Mori Building",2013
Marius Nacht,Israel,47,1,software,2013
Akio Nitori,Japan,69,1,retail,2013
Park Hyeon-Joo,South Korea,54,1,Mirae,2013
Stephen Saad,South Africa,48,1,pharmaceuticals,2013
Dilek Sabanci,Turkey,48,1,Haci Omer sabanci Holding,2013
Sevil Sabanci Sabanci,Turkey,40,1,haci Omer sabanci Holding,2013
Dan Snyder,United States,48,1,Washington Redskins,2013
Alexander Spanos & family,United States,89,1,real estate,2013
Harjo Sutanto,Indonesia,86,1,consumer products,2013
Alain Taravella,France,65,1,real estate,2013
Alexander Tedja,Indonesia,67,1,real estate,2013
Jim Thompson,United States,73,1,transport,2013
Sergei Tsikalyuk,Russia,54,1,insurance,2013
Max Turnauer,Austria,77,1,manufacturing,2013
John Van Lieshout,Australia,67,1,real estate,2013
Murat Vargi,Turkey,65,1,telecom,2013
Andrey Verevskiy,Ukraine,38,1,agriculture,2013
Jitendra Virwani,India,47,1,real estate,2013
Wang Jianyi,China,50,1,fiber optic cables,2013
Wang Yiting,China,62,1,coal mining,2013
Wen Jianping,China,51,1,sewage treatment,2013
Wu Chung-Yi,Taiwan,54,1,manufacturing,2013
Xiang Wenbo,China,50,1,manufacturing,2013
Takao Yasuda,Japan,63,1,retail,2013
Larry Yung,China,71,1,diversified,2013
Zan Shengda,China,49,1,diversified,2013
Charles Zegar,United States,65,1,Bloomberg LP,2013
Zhang Keqiang,China,52,1,real estate,2013
